cell_type,n,nt,sc,dom_layer,layer_b_pct,tot,contra_pct,out_syn
CB2003,4,glutamate,central,,,,4.23,1347.0
CB2004,6,gaba,central,,,,0.17,3531.0
CB2005,3,acetylcholine,central,,,,0.81,1115.0
CB2006,4,acetylcholine,central,,,,38.38,1876.0
CB2007,3,acetylcholine,central,,,,0.75,266.0
CB2008,6,acetylcholine,central,,,,4.42,3393.0
CB2009,6,glutamate,central,,,,85.14,1359.0
CB2010,2,gaba,central,,,,88.24,153.0
CB2011,4,acetylcholine,central,,,,0.15,667.0
CB2012,4,glutamate,central,,,,1.74,1148.0
CB2013,2,acetylcholine,central,,,,2.63,266.0
CB2014,2,acetylcholine,central,,,,33.48,890.0
CB2015,4,acetylcholine,central,,,,35.44,2480.0
CB2016,2,glutamate,central,,,,0.0,210.0
CB2017,3,acetylcholine,central,,,,14.46,1093.0
CB2018,8,gaba,central,,,,2.48,3148.0
CB2019,2,acetylcholine,central,,,,15.6,436.0
CB2021,8,acetylcholine,central,,,,84.45,1723.0
CB2022,4,glutamate,central,,,,2.21,1582.0
CB2023,3,gaba,central,,,,6.3,1841.0
CB2024,4,glutamate,central,,,,95.23,860.0
CB2025,4,acetylcholine,central,,,,48.75,2355.0
CB2026,3,glutamate,central,,,,1.17,1194.0
CB2027,4,glutamate,central,,,,90.76,812.0
CB2029,2,glutamate,central,,,,0.0,337.0
CB2030,4,acetylcholine,central,,,,51.54,1426.0
CB2031,3,acetylcholine,central,,,,2.68,1491.0
CB2032,2,acetylcholine,central,,,,1.4,428.0
CB2033,4,acetylcholine,central,,,,11.83,1310.0
CB2034,6,acetylcholine,central,,,,5.86,3019.0
CB2035,5,acetylcholine,central,,,,48.44,3648.0
CB2036,6,gaba,central,,,,11.13,1581.0
CB2037,5,acetylcholine,central,,,,4.11,1508.0
CB2038,2,glutamate,central,,,,0.29,684.0
CB2039,3,acetylcholine,central,,,,37.3,1177.0
CB2040,6,acetylcholine,central,,,,6.64,1853.0
CB2041,4,acetylcholine,central,,,,43.09,601.0
CB2043,2,gaba,central,,,,11.73,588.0
CB2044,5,gaba,central,,,,1.07,1493.0
CB2045,4,acetylcholine,central,,,,1.23,1306.0
CB2046,2,acetylcholine,central,,,,35.78,654.0
CB2047,9,acetylcholine,central,,,,0.8,875.0
CB2048,5,acetylcholine,central,,,,5.93,1046.0
CB2049,10,acetylcholine,central,,,,14.34,9468.0
CB2050,10,acetylcholine,central,,,,70.46,3656.0
CB2051,6,acetylcholine,central,,,,5.57,1023.0
CB2053,6,gaba,central,,,,0.87,1144.0
CB2054,11,gaba,central,,,,26.55,8730.0
CB2055,3,gaba,central,,,,20.51,590.0
CB2056,8,gaba,central,,,,29.85,3139.0
CB2057,5,acetylcholine,central,,,,5.85,2461.0
CB2059,4,glutamate,central,,,,95.74,986.0
CB2060,3,glutamate,central,,,,1.22,1394.0
CB2062,3,acetylcholine,central,,,,45.42,971.0
CB2063,2,acetylcholine,central,,,,8.27,1209.0
CB2064,9,glutamate,central,,,,0.68,3216.0
CB2065,6,acetylcholine,central,,,,11.98,6704.0
CB2066,7,gaba,central,,,,4.1,1952.0
CB2067,6,gaba,central,,,,25.84,4130.0
CB2068,3,acetylcholine,central,,,,43.63,1233.0
CB2069,2,acetylcholine,central,,,,9.92,1290.0
CB2070,6,acetylcholine,central,,,,94.34,3796.0
CB2071,11,acetylcholine,central,,,,13.12,4070.0
CB2072,2,gaba,central,,,,5.79,1243.0
CB2074,9,glutamate,central,,,,39.7,1947.0
CB2075,4,acetylcholine,central,,,,12.26,1272.0
CB2076,4,acetylcholine,central,,,,49.58,1073.0
CB2077,4,acetylcholine,central,,,,93.7,1651.0
CB2078,4,glutamate,central,,,,0.72,698.0
CB2079,5,acetylcholine,central,,,,0.4,1240.0
CB2080,9,acetylcholine,central,,,,68.3,2303.0
CB2081,17,acetylcholine,central,,,,81.87,2394.0
CB2082,4,glutamate,central,,,,9.51,1440.0
CB2084,4,gaba,central,,,,7.78,1580.0
CB2085,4,acetylcholine,central,,,,91.96,945.0
CB2086,2,glutamate,central,,,,2.07,1882.0
CB2087,6,gaba,central,,,,0.84,1422.0
CB2088,3,acetylcholine,central,,,,56.06,1090.0
CB2089,8,acetylcholine,central,,,,2.21,1632.0
CB2090,3,acetylcholine,central,,,,16.35,2471.0
CB2092,4,acetylcholine,central,,,,0.7,1281.0
CB2093,2,acetylcholine,central,,,,3.29,1123.0
CB2094a,2,acetylcholine,central,,,,92.46,398.0
CB2094b,4,acetylcholine,central,,,,92.65,1319.0
CB2095,4,glutamate,central,,,,13.66,1076.0
CB2096,2,acetylcholine,central,,,,0.62,483.0
CB2097,4,acetylcholine,central,,,,0.7,710.0
CB2098,2,acetylcholine,central,,,,3.08,195.0
CB2099,2,acetylcholine,central,,,,0.11,4499.0
CB2100,5,acetylcholine,central,,,,3.86,5962.0
CB2101,4,gaba,central,,,,0.57,352.0
CB2102,3,acetylcholine,central,,,,58.46,869.0
CB2103,3,glutamate,central,,,,95.55,944.0
CB2105,4,acetylcholine,central,,,,4.07,1179.0
CB2106,5,glutamate,central,,,,3.46,1387.0
CB2107,4,gaba,central,,,,0.12,3302.0
CB2108,14,acetylcholine,central,,,,4.13,9754.0
CB2111,2,glutamate,central,,,,0.46,1079.0
CB2112,2,glutamate,central,,,,1.28,545.0
CB2113,2,acetylcholine,central,,,,2.51,756.0
CB2114,3,gaba,central,,,,2.41,2611.0
CB2115,5,acetylcholine,central,,,,47.82,849.0
CB2116,5,glutamate,central,,,,4.09,1002.0
CB2117,2,acetylcholine,central,,,,8.8,602.0
CB2118,4,acetylcholine,central,,,,8.96,1094.0
CB2119,2,acetylcholine,central,,,,4.77,1866.0
CB2120,4,acetylcholine,central,,,,8.77,1630.0
CB2121,2,acetylcholine,central,,,,2.21,1400.0
CB2122,4,acetylcholine,central,,,,5.36,2389.0
CB2123,3,acetylcholine,central,,,,22.66,781.0
CB2124,2,acetylcholine,central,,,,31.28,812.0
CB2126,4,gaba,central,,,,8.6,4893.0
CB2127,3,acetylcholine,central,,,,1.22,1633.0
CB2128,4,acetylcholine,central,,,,9.88,486.0
CB2129,5,acetylcholine,central,,,,0.62,1608.0
CB2130,2,acetylcholine,central,,,,17.9,447.0
CB2131,7,acetylcholine,central,,,,2.7,5710.0
CB2132,3,acetylcholine,central,,,,16.81,3486.0
CB2133,5,acetylcholine,central,,,,5.5,1853.0
CB2134,2,acetylcholine,central,,,,6.77,2113.0
CB2135,6,glutamate,central,,,,0.41,2939.0
CB2136,6,glutamate,central,,,,1.1,634.0
CB2137,3,acetylcholine,central,,,,50.22,687.0
CB2138,6,acetylcholine,central,,,,68.04,920.0
CB2139,5,gaba,central,,,,1.89,2593.0
CB2140,4,glutamate,central,,,,30.15,2315.0
CB2141,3,gaba,central,,,,5.93,2208.0
CB2142,4,acetylcholine,central,,,,38.22,1214.0
CB2143,6,acetylcholine,central,,,,89.87,3829.0
CB2144,3,acetylcholine,central,,,,39.67,1961.0
CB2145,5,glutamate,central,,,,3.32,542.0
CB2146,3,glutamate,central,,,,5.34,1086.0
CB2147,2,acetylcholine,central,,,,49.38,891.0
CB2148,9,acetylcholine,central,,,,0.13,742.0
CB2149,5,gaba,central,,,,90.94,1060.0
CB2151,3,gaba,central,,,,2.32,905.0
CB2152,8,glutamate,central,,,,18.17,1040.0
CB2153,4,acetylcholine,central,,,,74.88,4762.0
CB2154,3,glutamate,central,,,,1.72,583.0
CB2155,6,acetylcholine,central,,,,28.75,1228.0
CB2156,6,gaba,central,,,,13.19,1312.0
CB2157,4,glutamate,central,,,,14.38,591.0
CB2159,3,acetylcholine,central,,,,6.31,666.0
CB2160,4,gaba,central,,,,91.96,2089.0
CB2161,2,acetylcholine,central,,,,2.32,906.0
CB2162,4,gaba,central,,,,2.68,7161.0
CB2163,2,glutamate,central,,,,5.04,635.0
CB2164,3,acetylcholine,central,,,,4.14,1329.0
CB2165,3,gaba,central,,,,15.7,1516.0
CB2166,2,glutamate,central,,,,1.41,283.0
CB2167,4,acetylcholine,central,,,,1.35,2669.0
CB2169,3,acetylcholine,central,,,,88.79,1053.0
CB2170,2,acetylcholine,central,,,,0.16,8341.0
CB2171,6,acetylcholine,central,,,,1.17,5630.0
CB2172,2,acetylcholine,central,,,,0.98,820.0
CB2173,2,acetylcholine,central,,,,8.77,285.0
CB2174,5,acetylcholine,central,,,,43.92,674.0
CB2175,3,gaba,central,,,,78.95,1824.0
CB2176,3,gaba,central,,,,0.21,485.0
CB2177,2,glutamate,central,,,,90.1,3545.0
CB2178,4,acetylcholine,central,,,,1.79,1062.0
CB2179,4,glutamate,central,,,,0.06,1551.0
CB2180,5,acetylcholine,central,,,,3.34,899.0
CB2181,2,acetylcholine,central,,,,0.13,3104.0
CB2182,2,glutamate,central,,,,4.62,455.0
CB2183,5,acetylcholine,central,,,,53.39,1813.0
CB2184,3,acetylcholine,central,,,,30.52,960.0
CB2185,4,gaba,central,,,,1.31,1371.0
CB2186,6,acetylcholine,central,,,,2.33,5711.0
CB2187,6,acetylcholine,central,,,,3.15,4790.0
CB2188,3,acetylcholine,central,,,,8.64,880.0
CB2189,2,glutamate,central,,,,0.84,596.0
CB2190,6,glutamate,central,,,,2.66,1355.0
CB2191,2,gaba,central,,,,47.54,2339.0
CB2192,3,acetylcholine,central,,,,2.14,1216.0
CB2193,4,glutamate,central,,,,36.91,3406.0
CB2194,4,glutamate,central,,,,3.71,944.0
CB2195,6,acetylcholine,central,,,,92.52,1725.0
CB2196,5,glutamate,central,,,,4.13,2178.0
CB2197,4,acetylcholine,central,,,,94.15,3951.0
CB2198,4,glutamate,central,,,,13.68,1572.0
CB2199,6,acetylcholine,central,,,,0.68,1925.0
CB2200,2,acetylcholine,central,,,,16.14,347.0
CB2201,2,gaba,central,,,,0.61,327.0
CB2202,6,acetylcholine,central,,,,0.92,7742.0
CB2203,6,gaba,central,,,,1.64,2623.0
CB2204,4,acetylcholine,central,,,,6.57,3273.0
CB2205,5,acetylcholine,central,,,,25.11,1115.0
CB2206,2,acetylcholine,central,,,,58.97,658.0
CB2207,4,acetylcholine,central,,,,25.41,2936.0
CB2208,8,acetylcholine,central,,,,0.37,820.0
CB2209,3,acetylcholine,central,,,,84.19,620.0
CB2211,4,glutamate,central,,,,0.8,626.0
CB2213,4,gaba,central,,,,47.39,1150.0
CB2214,8,acetylcholine,central,,,,11.72,2125.0
CB2215,2,acetylcholine,central,,,,25.67,713.0
CB2216,8,gaba,central,,,,1.32,2051.0
CB2217,5,acetylcholine,central,,,,50.64,2802.0
CB2218,5,acetylcholine,central,,,,0.7,1999.0
CB2220,3,acetylcholine,central,,,,89.29,308.0
CB2224,3,acetylcholine,central,,,,0.12,813.0
CB2225,3,glutamate,central,,,,54.83,2278.0
CB2226,5,acetylcholine,central,,,,0.81,1474.0
CB2227,2,acetylcholine,central,,,,14.0,857.0
CB2228,4,gaba,central,,,,7.02,2465.0
CB2229,3,glutamate,central,,,,96.54,635.0
CB2230,4,glutamate,central,,,,5.69,931.0
CB2231,4,acetylcholine,central,,,,25.37,2235.0
CB2232,5,glutamate,central,,,,1.13,1500.0
CB2233,3,gaba,central,,,,46.38,759.0
CB2235,4,glutamate,central,,,,2.81,1031.0
CB2236,3,acetylcholine,central,,,,2.47,810.0
CB2237,4,glutamate,central,,,,59.59,3660.0
CB2238,4,gaba,central,,,,17.32,3914.0
CB2240,4,acetylcholine,central,,,,0.41,739.0
CB2241,2,acetylcholine,central,,,,42.27,440.0
CB2242,11,acetylcholine,central,,,,19.35,6228.0
CB2243,3,glutamate,central,,,,1.33,754.0
CB2244,4,glutamate,central,,,,2.09,574.0
CB2245,9,gaba,central,,,,7.32,3700.0
CB2246,6,acetylcholine,central,,,,5.28,2084.0
CB2247,2,acetylcholine,central,,,,1.44,417.0
CB2248,4,acetylcholine,central,,,,3.41,1967.0
CB2249,4,acetylcholine,central,,,,0.58,860.0
CB2250,4,glutamate,central,,,,46.24,651.0
CB2251,5,gaba,central,,,,1.15,6007.0
CB2252,10,glutamate,central,,,,94.48,2572.0
CB2253,3,gaba,central,,,,3.05,1738.0
CB2254,2,gaba,central,,,,41.08,1514.0
CB2256,4,acetylcholine,central,,,,3.28,2533.0
CB2257,2,acetylcholine,central,,,,2.54,552.0
CB2258,4,acetylcholine,central,,,,5.72,2376.0
CB2259,5,glutamate,central,,,,30.3,825.0
CB2260,3,gaba,central,,,,3.23,837.0
CB2261,2,gaba,central,,,,24.42,1376.0
CB2262,4,glutamate,central,,,,2.88,625.0
CB2263,8,glutamate,central,,,,94.7,3921.0
CB2264,2,acetylcholine,central,,,,8.23,1726.0
CB2265,4,acetylcholine,central,,,,11.95,1021.0
CB2266,3,acetylcholine,central,,,,77.44,1414.0
CB2267_a,4,acetylcholine,central,,,,3.82,2327.0
CB2267_b,6,acetylcholine,central,,,,2.84,3624.0
CB2267_c,9,acetylcholine,central,,,,3.18,3332.0
CB2269,6,glutamate,central,,,,0.28,708.0
CB2270,4,acetylcholine,central,,,,4.65,2365.0
CB2271,4,acetylcholine,central,,,,81.73,1538.0
CB2273,4,glutamate,central,,,,1.76,908.0
CB2274,3,acetylcholine,central,,,,67.93,343.0
CB2276,3,gaba,central,,,,13.25,1374.0
CB2277,5,glutamate,central,,,,4.11,1192.0
CB2278,6,gaba,central,,,,35.77,6007.0
CB2279,4,acetylcholine,central,,,,46.85,1827.0
CB2280,2,glutamate,central,,,,12.96,486.0
CB2281,2,acetylcholine,central,,,,2.37,2156.0
CB2282,3,acetylcholine,central,,,,40.57,806.0
CB2283,2,acetylcholine,central,,,,0.9,1333.0
CB2284,4,acetylcholine,central,,,,30.9,712.0
CB2285,6,acetylcholine,central,,,,2.58,2904.0
CB2286,2,acetylcholine,central,,,,7.41,1646.0
CB2287,3,glutamate,central,,,,0.05,8349.0
CB2288,2,acetylcholine,central,,,,2.09,863.0
CB2289,2,acetylcholine,central,,,,5.53,1464.0
CB2290,9,glutamate,central,,,,1.59,2646.0
CB2291,2,acetylcholine,central,,,,21.12,857.0
CB2292,5,glutamate,central,,,,0.25,805.0
CB2293,7,gaba,central,,,,39.06,3536.0
CB2294,4,acetylcholine,central,,,,75.69,942.0
CB2295,3,acetylcholine,central,,,,4.58,262.0
CB2296,4,acetylcholine,central,,,,1.1,2357.0
CB2297,5,glutamate,central,,,,0.69,1584.0
CB2298,7,glutamate,central,,,,2.5,2204.0
CB2299,4,acetylcholine,central,,,,16.3,1221.0
CB2300,3,acetylcholine,central,,,,37.39,436.0
CB2302,3,glutamate,central,,,,3.8,552.0
CB2303,3,gaba,central,,,,26.14,788.0
CB2304,2,acetylcholine,central,,,,68.37,490.0
CB2305,3,acetylcholine,central,,,,47.3,2332.0
CB2308,4,acetylcholine,central,,,,85.2,1534.0
CB2309,6,acetylcholine,central,,,,1.28,1171.0
CB2310,4,acetylcholine,central,,,,6.83,1025.0
CB2311,3,acetylcholine,central,,,,5.52,851.0
CB2312,6,glutamate,central,,,,48.1,1237.0
CB2313,5,acetylcholine,central,,,,79.8,1089.0
CB2315,2,glutamate,central,,,,3.84,391.0
CB2316,2,acetylcholine,central,,,,2.92,1200.0
CB2317,13,glutamate,central,,,,47.73,1563.0
CB2319,3,acetylcholine,central,,,,4.7,1276.0
CB2320,5,acetylcholine,central,,,,2.45,1427.0
CB2321,4,acetylcholine,central,,,,31.36,2596.0
CB2322,2,gaba,central,,,,14.39,973.0
CB2323,2,acetylcholine,central,,,,4.38,640.0
CB2328,2,glutamate,central,,,,69.27,576.0
CB2329,4,glutamate,central,,,,65.82,1530.0
CB2330,4,acetylcholine,central,,,,9.49,3520.0
CB2331,2,acetylcholine,central,,,,67.89,707.0
CB2333,2,gaba,central,,,,11.34,714.0
CB2334,4,gaba,central,,,,0.62,1294.0
CB2335,4,glutamate,central,,,,2.14,746.0
CB2336,4,acetylcholine,central,,,,0.83,842.0
CB2337,5,glutamate,central,,,,8.37,1398.0
CB2338,3,gaba,central,,,,4.77,2241.0
CB2339,3,acetylcholine,central,,,,10.93,2991.0
CB2340,2,acetylcholine,central,,,,0.95,2414.0
CB2341,5,acetylcholine,central,,,,2.36,2077.0
CB2342,10,glutamate,central,,,,49.82,4996.0
CB2343,8,glutamate,central,,,,89.23,1514.0
CB2344,6,acetylcholine,central,,,,31.48,2678.0
CB2345,3,glutamate,central,,,,39.82,889.0
CB2346,8,glutamate,central,,,,0.8,753.0
CB2347,2,acetylcholine,central,,,,3.38,1125.0
CB2348,4,acetylcholine,central,,,,66.87,999.0
CB2349,6,acetylcholine,central,,,,70.67,1023.0
CB2350,4,acetylcholine,central,,,,8.59,3014.0
CB2351,3,gaba,central,,,,6.93,1010.0
CB2352,3,acetylcholine,central,,,,77.43,988.0
CB2353,11,acetylcholine,central,,,,22.06,3373.0
CB2354,5,acetylcholine,central,,,,25.22,1447.0
CB2355,2,acetylcholine,central,,,,13.02,622.0
CB2357,11,gaba,central,,,,12.58,3981.0
CB2358,4,glutamate,central,,,,1.79,614.0
CB2360,6,acetylcholine,central,,,,0.7,855.0
CB2361,4,acetylcholine,central,,,,87.91,1034.0
CB2362,2,glutamate,central,,,,0.28,355.0
CB2363,2,glutamate,central,,,,3.75,293.0
CB2364,8,gaba,central,,,,9.09,5039.0
CB2365,3,acetylcholine,central,,,,0.96,2399.0
CB2366,2,acetylcholine,central,,,,2.6,768.0
CB2367,8,acetylcholine,central,,,,44.15,2951.0
CB2368,2,acetylcholine,central,,,,1.67,539.0
CB2369,4,glutamate,central,,,,64.51,1944.0
CB2370,6,acetylcholine,central,,,,1.27,2207.0
CB2371,2,acetylcholine,central,,,,2.21,1496.0
CB2372,3,gaba,central,,,,0.67,1340.0
CB2373,2,acetylcholine,central,,,,3.2,1561.0
CB2374,2,glutamate,central,,,,2.98,1241.0
CB2376,10,acetylcholine,central,,,,3.1,4131.0
CB2377,3,acetylcholine,central,,,,20.59,1651.0
CB2378,2,glutamate,central,,,,0.64,313.0
CB2379,3,acetylcholine,central,,,,3.43,874.0
CB2380,7,gaba,central,,,,1.12,4105.0
CB2382,2,acetylcholine,central,,,,57.64,812.0
CB2383,4,acetylcholine,central,,,,56.38,1121.0
CB2384,5,acetylcholine,central,,,,29.97,1171.0
CB2385,2,acetylcholine,central,,,,51.1,3495.0
CB2386,4,acetylcholine,central,,,,17.11,2882.0
CB2387,6,glutamate,central,,,,0.51,1579.0
CB2388,6,acetylcholine,central,,,,12.43,2051.0
CB2389,5,gaba,central,,,,15.07,1407.0
CB2390,3,acetylcholine,central,,,,1.04,2120.0
CB2391,2,gaba,central,,,,3.11,579.0
CB2392,8,acetylcholine,central,,,,93.08,2225.0
CB2393,3,glutamate,central,,,,1.46,481.0
CB2395a,2,acetylcholine,central,,,,20.33,915.0
CB2395b,3,acetylcholine,central,,,,12.96,1705.0
CB2396,5,gaba,central,,,,3.91,3889.0
CB2397,4,acetylcholine,central,,,,2.22,944.0
CB2398,4,acetylcholine,central,,,,3.23,992.0
CB2399,9,glutamate,central,,,,36.28,1954.0
CB2401,3,glutamate,central,,,,15.13,608.0
CB2402,4,glutamate,central,,,,31.43,2192.0
CB2403,2,acetylcholine,central,,,,55.59,2092.0
CB2404,6,acetylcholine,central,,,,13.4,2119.0
CB2406,4,acetylcholine,central,,,,63.48,2979.0
CB2407,4,acetylcholine,central,,,,1.15,3918.0
CB2408,2,acetylcholine,central,,,,52.44,513.0
CB2411,4,glutamate,central,,,,1.42,2388.0
CB2412,4,acetylcholine,central,,,,2.29,2920.0
CB2413,4,acetylcholine,central,,,,43.91,3409.0
CB2414,4,acetylcholine,central,,,,3.08,2568.0
CB2415,5,acetylcholine,central,,,,79.9,2010.0
CB2416,4,acetylcholine,central,,,,2.29,262.0
CB2417,4,gaba,central,,,,34.19,4516.0
CB2419,4,acetylcholine,central,,,,0.17,1178.0
CB2420,3,gaba,central,,,,3.99,1378.0
CB2421,4,glutamate,central,,,,1.42,706.0
CB2422,4,acetylcholine,central,,,,40.43,742.0
CB2423,2,acetylcholine,central,,,,43.28,952.0
CB2424,3,acetylcholine,central,,,,3.24,1329.0
CB2425,2,gaba,central,,,,17.84,499.0
CB2426,2,gaba,central,,,,31.37,2152.0
CB2427,2,glutamate,central,,,,12.95,224.0
CB2428,5,acetylcholine,central,,,,4.6,2784.0
CB2429,2,acetylcholine,central,,,,10.11,267.0
CB2430,4,gaba,central,,,,14.67,1159.0
CB2431,6,gaba,central,,,,3.49,1519.0
CB2432,3,acetylcholine,central,,,,0.2,1519.0
CB2433,8,acetylcholine,central,,,,24.33,1907.0
CB2434,4,glutamate,central,,,,2.98,1309.0
CB2436,4,acetylcholine,central,,,,3.84,3020.0
CB2437,2,glutamate,central,,,,11.4,272.0
CB2438,4,glutamate,central,,,,32.93,744.0
CB2439,2,acetylcholine,central,,,,30.73,947.0
CB2440,10,gaba,central,,,,5.46,5333.0
CB2442,2,acetylcholine,central,,,,1.44,347.0
CB2443,6,glutamate,central,,,,0.19,524.0
CB2444,3,acetylcholine,central,,,,9.0,1044.0
CB2446,3,acetylcholine,central,,,,0.18,541.0
CB2447,3,acetylcholine,central,,,,69.92,1815.0
CB2448,5,gaba,central,,,,1.23,1224.0
CB2449,6,acetylcholine,central,,,,3.29,4830.0
CB2450,2,acetylcholine,central,,,,44.36,381.0
CB2451,2,glutamate,central,,,,56.19,525.0
CB2452,4,glutamate,central,,,,2.79,680.0
CB2453,4,acetylcholine,central,,,,3.7,2376.0
CB2455,4,acetylcholine,central,,,,7.39,866.0
CB2456,5,glutamate,central,,,,59.18,1024.0
CB2457,2,acetylcholine,central,,,,41.59,428.0
CB2458,3,acetylcholine,central,,,,3.02,3180.0
CB2459,4,glutamate,central,,,,94.91,963.0
CB2460,5,gaba,central,,,,8.89,1755.0
CB2461,4,acetylcholine,central,,,,97.51,4094.0
CB2462,3,glutamate,central,,,,91.28,585.0
CB2463,6,glutamate,central,,,,0.43,1860.0
CB2465,2,glutamate,central,,,,2.09,3294.0
CB2466,5,glutamate,central,,,,2.11,522.0
CB2467,9,acetylcholine,central,,,,0.75,1065.0
CB2468,4,acetylcholine,central,,,,35.27,910.0
CB2469,5,gaba,central,,,,11.29,2073.0
CB2470,4,acetylcholine,central,,,,0.5,997.0
CB2471,5,gaba,central,,,,7.79,899.0
CB2472,5,acetylcholine,central,,,,37.15,1128.0
CB2473,4,gaba,central,,,,11.5,2470.0
CB2474,2,gaba,central,,,,1.22,654.0
CB2475,2,acetylcholine,central,,,,65.93,1353.0
CB2476,6,acetylcholine,central,,,,1.08,742.0
CB2477,5,acetylcholine,central,,,,35.56,720.0
CB2478,2,acetylcholine,central,,,,39.28,1189.0
CB2479,7,acetylcholine,central,,,,4.37,2999.0
CB2480,6,glutamate,central,,,,0.44,3398.0
CB2481,3,acetylcholine,central,,,,46.48,1136.0
CB2482,2,glutamate,central,,,,1.74,576.0
CB2485,5,glutamate,central,,,,6.04,960.0
CB2487,3,acetylcholine,central,,,,31.47,661.0
CB2488,3,acetylcholine,central,,,,66.07,2057.0
CB2489,2,acetylcholine,central,,,,8.81,1601.0
CB2490,2,acetylcholine,central,,,,21.41,397.0
CB2491,4,acetylcholine,central,,,,27.91,2530.0
CB2492,3,glutamate,central,,,,35.47,688.0
CB2493,4,gaba,central,,,,0.57,1759.0
CB2494,5,acetylcholine,central,,,,18.75,1627.0
CB2495,2,gaba,central,,,,1.92,624.0
CB2497,4,acetylcholine,central,,,,4.04,1014.0
CB2498,7,acetylcholine,central,,,,1.56,3455.0
CB2500,2,glutamate,central,,,,30.61,392.0
CB2501,7,acetylcholine,central,,,,63.41,5856.0
CB2502,5,acetylcholine,central,,,,38.66,864.0
CB2503,6,acetylcholine,central,,,,42.37,1147.0
CB2504,3,gaba,central,,,,16.4,378.0
CB2505,4,glutamate,central,,,,1.48,745.0
CB2506,4,acetylcholine,central,,,,37.27,1363.0
CB2507,7,glutamate,central,,,,10.1,911.0
CB2509,4,acetylcholine,central,,,,59.21,2236.0
CB2510,4,acetylcholine,central,,,,10.87,1389.0
CB2512,4,acetylcholine,central,,,,0.48,3331.0
CB2513,2,gaba,central,,,,36.66,4114.0
CB2514,8,acetylcholine,central,,,,84.48,3499.0
CB2515,2,acetylcholine,central,,,,2.7,740.0
CB2516,4,gaba,central,,,,13.99,3089.0
CB2517,26,glutamate,central,,,,30.02,4401.0
CB2518,3,acetylcholine,central,,,,0.49,1215.0
CB2519,3,acetylcholine,central,,,,83.64,593.0
CB2520,5,acetylcholine,central,,,,85.17,991.0
CB2521,2,acetylcholine,central,,,,56.39,4166.0
CB2522,6,acetylcholine,central,,,,5.97,1005.0
CB2523,4,acetylcholine,central,,,,1.73,810.0
CB2524,5,acetylcholine,central,,,,3.12,1219.0
CB2525,3,acetylcholine,central,,,,8.65,728.0
CB2526,3,acetylcholine,central,,,,11.49,444.0
CB2527,6,glutamate,central,,,,35.14,2271.0
CB2528,3,acetylcholine,central,,,,40.11,2436.0
CB2529,2,glutamate,central,,,,1.19,674.0
CB2530,2,glutamate,central,,,,3.16,348.0
CB2531,5,glutamate,central,,,,3.54,1129.0
CB2532,6,acetylcholine,central,,,,7.15,1595.0
CB2533,5,glutamate,central,,,,0.92,543.0
CB2534,7,acetylcholine,central,,,,1.98,1566.0
CB2535,4,acetylcholine,central,,,,44.77,1550.0
CB2537,4,acetylcholine,central,,,,42.49,892.0
CB2538,2,acetylcholine,central,,,,1.98,1059.0
CB2539,7,glutamate,central,,,,16.16,3707.0
CB2541,5,glutamate,central,,,,3.7,1596.0
CB2542,3,acetylcholine,central,,,,44.69,1526.0
CB2543,3,acetylcholine,central,,,,12.05,523.0
CB2544,3,acetylcholine,central,,,,13.99,729.0
CB2545,5,acetylcholine,central,,,,16.87,5603.0
CB2547,2,acetylcholine,central,,,,33.32,2830.0
CB2548,4,gaba,central,,,,36.34,4793.0
CB2549,2,acetylcholine,central,,,,0.81,1967.0
CB2550,5,acetylcholine,central,,,,52.52,1230.0
CB2551,6,acetylcholine,central,,,,16.18,1848.0
CB2552,4,acetylcholine,central,,,,4.03,1909.0
CB2553,4,acetylcholine,central,,,,17.52,1501.0
CB2554,3,glutamate,central,,,,1.03,872.0
CB2555,3,acetylcholine,central,,,,26.04,503.0
CB2556,7,acetylcholine,central,,,,39.49,9045.0
CB2557,2,gaba,central,,,,7.41,1160.0
CB2558,10,acetylcholine,central,,,,42.07,2194.0
CB2559,3,acetylcholine,central,,,,0.9,333.0
CB2560,2,acetylcholine,central,,,,0.89,1121.0
CB2561,3,gaba,central,,,,0.17,1204.0
CB2563,2,acetylcholine,central,,,,0.18,567.0
CB2564,2,acetylcholine,central,,,,2.48,1616.0
CB2565,7,acetylcholine,central,,,,96.02,1506.0
CB2566,2,gaba,central,,,,40.92,2852.0
CB2567,9,gaba,central,,,,31.27,3201.0
CB2568,4,glutamate,central,,,,28.45,826.0
CB2569,4,acetylcholine,central,,,,48.58,953.0
CB2571,5,glutamate,central,,,,24.74,1746.0
CB2572,8,acetylcholine,central,,,,9.9,1485.0
CB2573,6,acetylcholine,central,,,,40.86,2609.0
